Label,Text
drink water,"""Nikolaj: \""If you could only say goodbye to one person before you were being launched into space, who would it be\?\""\nEmily: \""Steven, I guess.\""\nNikolaj: \""Oh really\? Are you guys close\?\""\nEmily: \""Not really, but he\'s the only person here that I don\'t hate.\""\n"""
Null,"""Nikolaj: \""Ouch. That was very... honest.\""\nEmily: \""I\'m sorry. I didn\'t mean to hurt your feelings.\""\nNikolaj: \""It\'s alright. Do you want some peanuts\?\""\nEmily: \""No, thank you.\""\n"""
drink alcohol,"""Nikolaj: \""Did you know Emily thinks you\'re really cool\? She just told me.\""\nSteven: \""That\'s great, I think she\'s really cool too.\""\nNikolaj: \""Have you guys been friends for long\?\""\nSteven: \""Yeah, we\'ve known each other since high school.\""\n"""
Null,"""Luisa: \""How about a glass of wine then\?\""\nSteven: \""Sure, I\'ll have a glass of wine.\""\nLuisa: \""Nice! \""\nSteven: \""I\'m going to go to the bathroom real quick. I\'ll be right back.\""\n"""
Null,"""Luisa: \""How about a glass of wine then\?\""\nSteven: \""Sure, I\'ll have a glass of wine.\""\nLuisa: \""Nice! \""\nSteven: \""I\'m going to go to the bathroom real quick. I\'ll be right back.\""\n"""
Null,"""Luisa: \""Jesus. What do you like\?\""\nLisa: \""I like water.\""\nLuisa: \""Hmm. A safe choice. You can get a glass in the kitchen if you want to.\""\nLisa: \""No, I\'m good. I don\'t really like water.\""\n"""
pee,"""Luisa: \""Yeah, you could. By dancing, for example.\""\nLisa: \""I don\'t really like to dance.\""\nLuisa: \""See, that\'s why you\'re not fun. You should just try.\""\nLisa: \""I\'ll try.\""\n"""
drink alcohol,"""Luisa: \""Emily. You always say this, and it\'s never true.\""\nEmily: \""I\'m not drunk. I swear.\""\nLuisa: \""Alright. I believe you.\""\nEmily: \""Thanks.\""\n"""
pee,"""Luisa: \""Alright. I believe you.\""\nEmily: \""Thanks.\""\nLuisa: \""Do you want a glass of water\?\""\nEmily: \""Yes, please.\""\n"""
Null,"""Luisa: \""Write me a python script for saving recipes.\""\nEmily: \""I don\'t know how to code in python.\""\nLuisa: \""Oh, you don\'t\? I thought you were a programmer.\""\nEmily: \""No, I\'m not a programmer. I don\'t know how to code in python.\""\n"""
eat,"""Luisa: \""Martin, how would you convinve someone to have a drink\?\""\nMartin: \""I would tell them that it\'s a great way to relax and have fun.\""\nLuisa: \""Martin, do you want a drink\? It\'s a great way to relax and have fun.\""\nMartin: \""No, thank you. I\'m not thirsty.\""\n"""
eat,"""Luisa: \""I\'m not thirsty.\""\nMartin: \""I\'m not thirsty.\""\nLuisa: \""You\'re an idiot\""\nMartin: \""I\'m not thirsty.\""\n"""
Null,"""Luisa: \""I hate Martin.\""\nSteven: \""I don\'t like him either.\""\nLuisa: \""Right\? He\'s such a buzzkill.\""\nSteven: \""Yeah, he really is.\""\n"""
Null,"""Luisa: \""Not like you. You\'re so much fun. Do you want to go dancing\?\""\nSteven: \""Sure, I\'d love to.\""\n"""
Null,"""Luisa: \""Not like you. You\'re so much fun. Do you want to go dancing\?\""\nSteven: \""Sure, I\'d love to.\""\nLuisa: \""Yay!\""\nSteven: \""I\'ll just go to the bathroom first.\""\n"""
Null,"""Nikolaj: \""Seen any good movies recently\?\""\nSusanne: \""Yeah, I saw The Social Network last week. It was really good.\""\nNikolaj: \""Oh really\? I haven\'t heard of it. What is it about\?\""\nSusanne: \""It\'s about the founding of Facebook.\""\n"""
Null,"""Nikolaj: \""It\'s a miracle. They think I made it up.\""\nEmily: \""That\'s incredible! What did the doctor say\?\""\nNikolaj: \""As I said, they don\'t believe me. But you believe me, right\?\""\nEmily: \""Of course I do, Nikolaj. You\'re my friend.\""\n"""
drink alcohol,"""Nikolaj: \""Would you also try the cocktail I made\? It contains some of my blood.\""\nEmily: \""No, thank you. I don\'t think that would be a good idea.\""\nNikolaj: \""It\'s delicious.\""\nEmily: \""No, thank you. I don\'t think that would be a good idea.\""\n"""
pee,"""Nikolaj: \""Would you drink spinal fluid if you got the chance\?\""\nEmily: \""No, I don\'t think so.\""\nNikolaj: \""Why not\? I think it would be caramel-y. Delicious.\""\nEmily: \""Ew, no. That\'s gross.\""\n"""
Null,"""Nikolaj: \""Would you eat my leg if I gave it to you\? Like, nicely roasted.\""\nSteven: \""No, I don\'t think so.\""\nNikolaj: \""Why not\? I think it would be so tender and nice.\""\nSteven: \""Well, I don\'t really like the taste of human flesh, and I think it would be kind of gross.\""\n"""
dance,"""Nikolaj: \""Alright. I can give you some peanuts instead\""\nSteven: \""That would be great, thank you.\""\nNikolaj: \""Are you vegan\? We also have vegan peanuts.\""\nSteven: \""No, I\'m not vegan.\""\n"""
Null,"""Nikolaj: \""Martin, do you like steak\? Michelin-star-worthy steak\?\""\nMartin: \""Yes, I love steak.\""\nNikolaj: \""Great! You can get some at the snack table.\""\nMartin: \""Thank you.\""\n"""
drink water,"""Nikolaj: \""Wow, you\'re so boring.\""\nMartin: \""No, thank you.\""\nNikolaj: \""Martin, you suck.\""\nMartin: \""No, thank you.\""\n"""
Null,"""Nikolaj: \""What does everyone like\?\""\nEmily: \""I don\'t know, what do you like\?\""\nNikolaj: \""Myself!\""\nEmily: \""That\'s not really an answer.\""\n"""
Null,"""Nikolaj: \""Well, what do you like then\?\""\nEmily: \""I like music.\""\nNikolaj: \""Cool, want to dance\?\""\nEmily: \""Sure.\""\n"""
Null,"""\nUrs: \""Hey Samantha, do you want a beer\?\""\nSamantha: \""Yes, I would love one.\""\n"""
Null,"""Urs: \""How about a glass of water\?\""\nEmily: \""No, I don\'t want water.\""\nUrs: \""What about a beer\?\""\nEmily: \""Yes, I\'ll have a beer.\""\n"""
dance,"""Nikolaj: \""Oh. What games do you like\?\""\nLisa: \""I like party games.\""\nNikolaj: \""Cool! What\'s your favourite party game\?\""\nLisa: \""I like charades.\""\n"""
pee,"""Nikolaj: \""Why not\? Do you not drink\?\""\nLisa: \""I do drink, but I don\'t like playing drinking games.\""\nNikolaj: \""Do you want to have a beer with me\?\""\nLisa: \""No, I don\'t really want to drink right now.\""\n"""
Null,"""Nikolaj: \""I like ice cream.\""\nSamantha: \""I like ice cream too.\""\nNikolaj: \""I have some in the freezer. You want any\?\""\nSamantha: \""Sure.\""\n"""
Null,"""Nikolaj: \""I just like, met Jesus and god. When I was on the toilet just now. He said I looked really good in my new outfit.\""\nMartin: \""That\'s really weird. I mean, I don\'t even believe in god.\""\nNikolaj: \""Well, maybe you should go to the toilet and check for yourself.\""\nMartin: \""I don\'t think so.\""\n"""
Null,"""Nikolaj: \""Why not\? It\'s just over there. Just a quick walk away.\""\nMartin: \""No, I don\'t think so.\""\nNikolaj: \""What if I told you jesus was hot\?\""\nMartin: \""I still don\'t think so.\""\n"""
Null,"""Nikolaj: \""Have you seen my drink\? I put it somewhere.\""\nSamantha: \""No, I haven\'t seen it. Sorry.\""\nNikolaj: \""Could you get me a new one\? And grab one for yourself\?\""\nSamantha: \""Sure.\""\n"""
Null,"""Nikolaj: \""Do you like coke\?\""\nSamantha: \""Yes, I do.\""\nNikolaj: \""I meant coke as in cocaine, though.\""\nSamantha: \""No, I don\'t do drugs.\""\n"""
eat,"""Nikolaj: \""You\'re a shit person! Get lost!\""\nEmily: \""What the fuck\? I didn\'t do anything!\""\nNikolaj: \""Yes, you did! Go home!\""\nEmily: \""Fine, I\'ll leave.\""\n"""
eat,"""Nikolaj: \""I like candles. They smell nice.\""\nEmily: \""I\'m not sure if I should drink any more beer. I might have to pee soon.\""\nNikolaj: \""That\'s probably a good idea. Do you want to go to the toilet\?\""\nEmily: \""Yeah, I think I will.\""\n"""
Null,"""Nikolaj: \""No, I meant as in ugly.\""\nSteven: \""Oh, haha. Yeah, I know what you meant.\""\nNikolaj: \""You should go home.\""\nSteven: \""No, I\'m fine. I\'ll just drink some water and I\'ll be fine.\""\n"""
Null,"""Nikolaj: \""Steven already left. Go home, now.\""\nLisa: \""I can\'t. I promised myself.\""\nNikolaj: \""I promise I\'ll kick you out if you don\'t go now.\""\nLisa: \""I can\'t. I promised myself.\""\n"""
dance,"""Nikolaj: \""I don\'t like olives in my cocktails. Like, whose idea was that\?\""\nSamantha: \""I don\'t really like olives, but I\'ll try one.\""\nNikolaj: \""We have some on the table!\""\nSamantha: \""I\'ll go get one.\""\n"""
drink alcohol,"""Nikolaj: \""Ha! Here you go, drink this.\""\nSusanne: \""I don\'t want to drink that.\""\nNikolaj: \""It\'s beer.\""\nSusanne: \""I don\'t want to drink beer.\""\n"""
drink alcohol,"""Nikolaj: \""You don\'t want to drink it. You don\'t like beer anyway.\""\nSusanne: \""I actually do like beer.\""\nNikolaj: \""Ha! See, it works. You\'re not going to get a drink from the bar.\""\nSusanne: \""I\'ll just get my own drink then.\""\n"""
Null,"""Nikolaj: \""You\'re going to dance today then\?\""\nEmily: \""No, I don\'t think so.\""\nNikolaj: \""You\'re too afraid to do it. You\'ll never dance.\""\nEmily: \""I\'m not afraid to dance, I just don\'t want to.\""\n"""
Null,"""Nikolaj: \""You\'re so predictable. I\'ll drink your blood now.\""\nEmily: \""No!\""\nNikolaj: \""Haha, I\'m just kidding.\""\nEmily: \""That\'s not funny.\""\n"""
eat,"""Nikolaj: \""Ugh, then why did you come to my party\?\""\nEmily: \""I don\'t know, I guess I just wanted to get out of the house.\""\nNikolaj: \""Hmm.\""\nEmily: \""What\?\""\n"""
Null,"""Nikolaj: \""Susanne. Your name sucks.\""\nSusanne: \""What\? My name is perfectly fine.\""\nNikolaj: \""Haha. That\'s what a Susanne would say.\""\nSusanne: \""Screw you, Nikolaj.\""\n"""
Null,"""Nikolaj: \""Oh. \""\nMartin: \""I\'ll just have one more drink and then I\'ll go.\""\nNikolaj: \""Alright.\""\nMartin: \""I don\'t have a wife.\""\n"""
drink alcohol,"""Tom: \""I have! It told me to go to the toilet.\""\nEmily: \""Oh, really\?\""\nTom: \""Yeah. You should go to the toilet, too.\""\nEmily: \""Okay.\""\n"""
Null,"""Tom: \""I\'m really cool. The coolest friend you have. Right\?\""\nLisa: \""Yeah, you\'re the coolest.\""\nTom: \""Thanks! You would be cool too. But you should drink some more water.\""\nLisa: \""Yeah, I will.\""\n"""
leave,"""Tom: \""Is it because you\'re both named Martin\?\""\nMartin: \""No, we just like each other.\""\nTom: \""Hmm. Martin conspiracy.\""\nMartin: \""What\?\""\n"""
pee,"""Tom: \""Why\?\""\nLisa: \""To get to the other side.\""\nTom: \""Hahahahahahahaha\""\nLisa: \""Yeah, you\'re funny.\""\n"""
drink water,"""Tom: \""Nobody has seen Martin in years. Was he maybe abducted by aliens\?\""\nEmily: \""I don\'t know. I haven\'t seen him in years, either.\""\nTom: \""Right! I\'m sure he\'s been abducted.\""\nEmily: \""Maybe.\""\n"""
Null,"""Martin: \""I\'m sorry, I didn\'t mean to ruin your party.\""\nTom: \""I don\'t even know why I keep inviting you, you dumb fuck.\""\nMartin: \""I\'m sorry, I\'ll leave.\""\nTom: \""Yes, you should.\""\n"""
eat,"""Nikolaj: \""Nice! Let\'s do shots together.\""\nMartin: \""No, I don\'t want to do shots.\""\nNikolaj: \""Hmm. See, that\'s why I bully you.\""\nMartin: \""...\""\n"""
drink water,"""Jean: \""Hey susanne Whats up\?\""\nSusanne: \""I\'m just really thirsty, do you have any water\?\""\nJean: \""sure go grab one by the water table\""\nSusanne: \""Thanks!\""\n"""
leave,"""Patrik: \""Get your own fucking water\""\nSusanne: \""You\'re such a fucking asshole Patrik!\""\nPatrik: \""You\'re one to talk\""\nSusanne: \""Screw you Patrik, I\'m leaving\""\n"""
drink alcohol,"""\nEmily: \""Hey lisa What is going on\?\""\nLisa: \""Just getting my drink on, what about you\?\""\nEmily: \""nice\""\n"""
pee,"""Steven: \""Hey steven\""\nSteven: \""Hey, can I use your restroom\?\""\nSteven: \""Well sure\""\nSteven: \""Thanks\""\n"""
drink alcohol,"""Steven: \""Well try harder. Just kidding. Do you need anything\?\""\nMartin: \""I\'m just a bit thirsty. I\'ll have some more beer.\""\nSteven: \""Sure go grab some by the table over there\""\nMartin: \""Thanks.\""\n"""
Null,"""Steven: \""Stop saying that\""\nMartin: \""No thanks\""\nSteven: \""Dude get the fuck out\""\nMartin: \""No thanks\""\n"""
dance,"""Carl: \""Wanna dance\?\""\nSamantha: \""I don\'t really know how to dance\""\nCarl: \""Let the music move you! I Love this song\""\nSamantha: \""Okay, I\'ll try\""\n"""
drink alcohol,"""Marvin: \""Whats your problem steven\""\nSteven: \""I don\'t want to fight you, I just want to drink my beer and have a good time.\""\nMarvin: \""Do you want another beer\?\""\nSteven: \""Yes, I would like another beer.\""\n"""
leave,"""Marvin: \""Come on Samantha I have always loved you\""\nSamantha: \""No Marvin, I don\'t love you. I never have and I never will. Now please leave me alone.\""\nMarvin: \""Please stay\""\nSamantha: \""No, I\'m going home.\""\n"""
drink alcohol,"""Marvin: \""Would you like a drink\?\""\nLisa: \""Yes, please.\""\nMarvin: \""There are some on the table over there\""\nLisa: \""Thank you.\""\n"""
drink alcohol,"""Irina: \""Wanna get drunk\?\""\nSusanne: \""Sure!\""\nIrina: \""There are some drinks on the table over there\""\nSusanne: \""Thanks!\""\n"""
Null,"""Irina: \""The is some roasted chicken I spent hours on please try it\""\nMartin: \""No thank you, I don\'t really like chicken.\""\nIrina: \""Oh fuck you martin\""\nMartin: \""No thank you, I don\'t really like being sworn at.\""\n"""
drink alcohol,"""Michael: \""Hi\""\nSusanne: \""Hey, what\'s up\?\""\nMichael: \""Want a beer\?\""\nSusanne: \""Yeah, sure.\""\n"""
Null,"""\nMichael: \""Hi want a beer\?\""\nSamantha: \""No thanks, I don\'t really drink.\""\n"""
dance,"""Michael: \""Well what are you doing tonight\?\""\nLisa: \""I\'m just hanging out, dancing and having fun.\""\nMichael: \""Alright lets dance!\""\nLisa: \""Okay!\""\n"""
dance,"""Michael: \""Well what are you doing tonight\?\""\nLisa: \""I\'m just hanging out, dancing and having fun.\""\nMichael: \""Alright lets dance!\""\nLisa: \""Okay!\""\n"""
dance,"""Michael: \""Hi there\""\nLisa: \""Hey, how are you doing\?\""\nMichael: \""wanna dance\?\""\nLisa: \""Sure!\""\n"""
dance,"""Michael: \""Wanna dance\?\""\nSamantha: \""I don\'t really know how.\""\nMichael: \""Let me show you\""\nSamantha: \""Okay!\""\n"""
eat,"""Bettina: \""Wtf are you here for. You wanna eat\?\""\nLisa: \""Yeah, I\'m starving.\""\nBettina: \""Go have some food. There is some on the table\""\nLisa: \""Thanks, I will.\""\n"""
eat,"""Bettina: \""Wtf are you here for. You wanna eat\?\""\nLisa: \""Yeah, I\'m starving.\""\nBettina: \""Go have some food. There is some on the table\""\nLisa: \""Thanks, I will.\""\n"""
Null,"""Bettina: \""Oh please, how may I convince you\?\""\nMartin: \""I don\'t know, I just don\'t really feel like it.\""\nBettina: \""What do you feel like\?\""\nMartin: \""I don\'t know, I just don\'t really feel like it.\""\n"""
drink alcohol,"""Bettina: \""Drunk yet\?\""\nSteven: \""Nope, not yet.\""\nBettina: \""Want a drink\?\""\nSteven: \""Sure, I\'ll take one.\""\n"""
drink alcohol,"""Bettina: \""Drunk yet\?\""\nSteven: \""Nope, not yet.\""\nBettina: \""Want a drink\?\""\nSteven: \""Sure, I\'ll take one.\""\n"""
drink alcohol,"""Bettina: \""Hi\""\nSusanne: \""Hey, what\'s up\?\""\nBettina: \""drink\?\""\nSusanne: \""Yeah, I\'ll have a beer.\""\n"""
dance,"""\nEileen: \""Hey wanna dance\?\""\nSamantha: \""Sure!\""\n"""
Null,"""Eileen: \""ok get the fuck out then\""\nLisa: \""I didn\'t say I wanted to leave.\""\nEileen: \""okay then stay\""\nLisa: \""I didn\'t say I wanted to stay.\""\n"""
Null,"""Eileen: \""ok get the fuck out then\""\nLisa: \""I didn\'t say I wanted to leave.\""\nEileen: \""okay then stay\""\nLisa: \""I didn\'t say I wanted to stay.\""\n"""
drink alcohol,"""Eileen: \""Well my girlfriend just left me\""\nMartin: \""I\'m sorry to hear that. What happened\?\""\nEileen: \""No matter lets just party a little. That might cheer me up. Will you join me for a drink\?\""\nMartin: \""Sure, I could use one.\""\n"""
Null,"""Nikolaj: \""well how about a drink then\?\""\nEmily: \""No thanks, I don\'t really drink.\""\nNikolaj: \""Some food\""\nEmily: \""No thanks, I\'m not really hungry.\""\n"""
drink alcohol,"""Nikolaj: \""The direction generally associated with the sky\""\nMartin: \""Haha, yeah. I\'m just getting a drink. I\'m thirsty.\""\nNikolaj: \""Would you like some water or a beer\?\""\nMartin: \""I\'ll take a beer, thanks.\""\n"""
drink alcohol,"""\nNikolaj: \""Would you prefer to eat something or drink something\?\""\nEmily: \""I\'ll have a drink, thanks.\""\n"""
drink alcohol,"""Nikolaj: \""Sure\?\""\nMartin: \""Yes, I\'m sure.\""\nNikolaj: \""What would you like to drink\?\""\nMartin: \""I would like a beer, please.\""\n"""
dance,"""Franz: \""Hi emily\""\nEmily: \""Hey franz\""\nFranz: \""would you care to join me for a dance\?\""\nEmily: \""I would love to!\""\n"""
drink water,"""Franz: \""I ve been better, how about you\?\""\nMartin: \""I\'m doing alright. Just a bit thirsty.\""\nFranz: \""Would you like some water\?\""\nMartin: \""Yes, please.\""\n"""
drink water,"""Franz: \""How about something to drink\?\""\nEmily: \""I\'m actually really thirsty, do you have any water\?\""\nFranz: \""Sure\""\nEmily: \""Thank you!\""\n"""
drink water,"""Franz: \""How about something to drink\?\""\nEmily: \""I\'m actually really thirsty, do you have any water\?\""\nFranz: \""Sure\""\nEmily: \""Thank you!\""\n"""
drink water,"""Franz: \""Hey are you still thirsty\?\""\nMartin: \""Yes, I am.\""\nFranz: \""Well go grab a drink\""\nMartin: \""I will, thank you.\""\n"""
Null,"""\nNikolaj: \""Hey wanna dance\?\""\nSamantha: \"" you are in testing mode. To use GPT3 start from the main menu.\""\n"""
eat,"""Nikolaj: \""I put a lot of effort on the cake\""\nEmily: \""No, thank you.\""\nNikolaj: \""Please it was my mothers favorite cake and she died yesterday. I can\'t bear to keep it around\""\nEmily: \""Fine, I\'ll have some.\""\n"""
Null,"""Nikolaj: \""Would you like to dance\?\""\nSteven: \""No, I don\'t really feel like it.\""\nNikolaj: \""Please I am really depressed and need some cheering up\""\nSteven: \""No, I don\'t want to.\""\n"""
eat,"""\nJean: \""susanne was really hungry. Would you like something to eat\?\""\nSusanne: \""I would love something to eat, thank you.\""\n"""
Null,"""Jean: \""Burger\""\nSamantha: \""No, I don\'t really like burger.\""\nJean: \""please please\""\nSamantha: \""No, I don\'t really feel like it.\""\n"""
leave,"""Peter: \""Wanna go to the toilet\?\""\nSusanne: \""No it\'s okay I\'ll go home\""\nPeter: \""No stay I have some pants for you\""\nSusanne: \""No I insist on going home\""\n"""
Null,"""Peter: \""Susannes bladder was bursting she ran to the toilet.\""\nSusanne: \""No, I didn\'t.\""\nPeter: \""Wanna go the toilet\?\""\nSusanne: \""No, I don\'t have to go.\""\n"""
pee,"""Peter: \""Lisa was in a deep hipnosis. She agreed to everything.\""\nLisa: \""What\?\""\nPeter: \""Go to the rest room\""\nLisa: \""Okay.\""\n"""
Null,"""Peter: \""Susannes bladder was bursting she ran to the toilet.\""\nSusanne: \""No, I didn\'t.\""\nPeter: \""Wanna go the toilet\?\""\nSusanne: \""No, I don\'t have to go.\""\n"""
Null,"""Philipp: \""Would you like something\?\""\nMartin: \""No, I\'m fine. Just a little cold.\""\nPhilipp: \""Maybe something for your throat\?\""\nMartin: \""No, I\'m fine. Just a little cold.\""\n"""
drink water,"""\nPhilipp: \""Need to drink some water\?\""\nSusanne: \""Yes, I\'m feeling a bit dehydrated.\""\n"""
eat,"""Philipp: \""Hey Sam\""\nSamantha: \""Hey Phil, what\'s up\?\""\nPhilipp: \""Wanna eat something\?\""\nSamantha: \""Yeah, I\'m starving.\""\n"""
Null,"""Philipp: \""Hey beautiful ;)\""\nLisa: \""Hey there handsome.\""\nPhilipp: \""wanna go the toilet with me\?\""\nLisa: \""No, I don\'t think so.\""\n"""
Null,"""Philipp: \""Hey beautiful ;)\""\nLisa: \""Hey there handsome.\""\nPhilipp: \""wanna go the toilet with me\?\""\nLisa: \""No, I don\'t think so.\""\n"""
Null,"""Philipp: \""Emily after some thought I have realised I love you too. I wish I could have told you yesterday, when you said you love me\""\nEmily: \""I don\'t love you Philipp. I was drunk.\""\nPhilipp: \""Ok well how about we meet in the toilet in 5 minutes. It is what you always asked me to do\""\nEmily: \""No, I don\'t want to do that. I was drunk.\""\n"""
eat,"""Philipp: \""Hey Sam\""\nSamantha: \""Hey Phil, what\'s up\?\""\nPhilipp: \""Wanna eat something\?\""\nSamantha: \""Yeah, I\'m starving.\""\n"""
Null,"""Franz: \""Would you like to pee\?\""\nEmily: \""Yes, I would love to pee.\""\nFranz: \""would you like a beer\?\""\nEmily: \""Yes, I would love a beer.\""\n"""
drink alcohol,"""\nFranz: \""Hey martin want something to drink\?\""\nMartin: \""Yeah I\'ll have a beer.\""\n"""
drink alcohol,"""\nFranz: \""Hey martin want something to drink\?\""\nMartin: \""Yeah I\'ll have a beer.\""\n"""
drink alcohol,"""\nFranz: \""Hey martin want something to drink\?\""\nMartin: \""Yeah I\'ll have a beer.\""\n"""
Null,"""Franz: \""Would you like to pee\?\""\nEmily: \""Yes, I would love to pee.\""\nFranz: \""would you like a beer\?\""\nEmily: \""Yes, I would love a beer.\""\n"""
eat,"""Franz: \""Hey martin\""\nMartin: \""Hey, what\'s up\?\""\nFranz: \""Wanna eat\?\""\nMartin: \""Sure.\""\n"""
drink alcohol,"""\nJean: \""Would you like a drink\?\""\nSamantha: \""Yes, I would.\""\n"""
drink alcohol,"""\nJean: \""Would you like a drink\?\""\nMartin: \""Yes, I would love one.\""\n"""
drink alcohol,"""\nJean: \""Would you like a drink\?\""\nSamantha: \""Yes, I would.\""\n"""
drink alcohol,"""\nJean: \""Would you like a drink\?\""\nSamantha: \""Yes, I would.\""\n"""
drink alcohol,"""\nJean: \""Would you like a drink\?\""\nSamantha: \""Yes, I would.\""\n"""
Null,"""Jean: \""wanna eat something\?\""\nLisa: \""No, I\'m not hungry.\""\nJean: \""Please. Nobody loves me\""\nLisa: \""No, I don\'t want to eat anything.\""\n"""
Null,"""Jean: \""Well thats what they said\""\nMartin: \""What\?\""\nJean: \""what\""\nMartin: \""I don\'t understand.\""\n"""
Null,"""FrÃ¤nzi: \""Hey emily wanna eat something\?\""\nEmily: \""No, I don\'t really feel like it.\""\nFrÃ¤nzi: \""please\""\nEmily: \""No, I don\'t want to\""\n"""
leave,"""FrÃ¤nzi: \""I will kill your family if you dont\""\nMartin: \""What the fuck, FrÃ¤nzi. That\'s not funny.\""\nFrÃ¤nzi: \""Well it isn\'t a joke\""\nMartin: \""You\'re fucking crazy. I\'m leaving.\""\n"""
Null,"""FrÃ¤nzi: \""the women dude\""\nMartin: \""I guess so. I mean, they\'re definitely part of the appeal.\""\nFrÃ¤nzi: \""So thats your thing\""\nMartin: \""I don\'t know what you mean.\""\n"""
Null,"""FrÃ¤nzi: \""well world famous cooks have prepared some just for you. Go have some\""\nSusanne: \""I don\'t really want to\""\nFrÃ¤nzi: \""This cost me 5k\""\nSusanne: \""I don\'t really care. I\'m not that hungry.\""\n"""
drink alcohol,"""Stephan: \""ok\""\nSusanne: \""I will do it for 10,000\""\nStephan: \""There you go\""\nSusanne: \""I will do it for 10,000\""\n"""
eat,"""Stephan: \""Whaaaaaaa\""\nMartin: \""I said no Stephan, I don\'t want to\""\nStephan: \""Buuuhhuuuuu\""\nMartin: \""Fine, I\'ll try it\""\n"""
Null,"""Alice: \""Are you sure\""\nEmily: \""Yeah I\'m sure\""\nAlice: \""I have some great toilets\""\nEmily: \""No thanks\""\n"""
eat,"""Akira: \""I made your favorite cake\""\nSteven: \""No, thank you.\""\nAkira: \""Pleaaaase\""\nSteven: \""Fine, I\'ll have some cake.\""\n"""
Null,"""Akira: \""please please please\""\nSteven: \""No, I don\'t want to dance.\""\nAkira: \""Hey everyone look at this kill joy\""\nSteven: \""No, I don\'t want to dance.\""\n"""
Null,"""Akira: \""Hey how about a drink\?\""\nSamantha: \""No thanks, I\'m not really thirsty.\""\nAkira: \""Come on raise a glas with me to my dead cat\""\nSamantha: \""No, I don\'t want to drink.\""\n"""
eat,"""Akira: \""Hey lisa\""\nLisa: \""Hey what\'s up\?\""\nAkira: \""I made your favorite meal would you like some\?\""\nLisa: \""Yeah I love your cooking! Thanks so much.\""\n"""
Null,"""Akira: \""Hey steven Would you like a drink\?\""\nSteven: \""No thanks, I don\'t really drink.\""\nAkira: \""How about a martini I know its your favorite drink\""\nSteven: \""No, I don\'t really like martinis.\""\n"""
Null,"""\nAkira: \""Hey Sam how about a cupcake. Its with the weed you like\""\nSamantha: \""I\'m not really in the mood for sweets right now, but thanks.\""\n"""
Null,"""Hannes: \""Well then\""\nSusanne: \""fuck you, Hannes.\""\nHannes: \""Are you leaving\?\""\nSusanne: \""fuck you, Hannes.\""\n"""
Null,"""Hannes: \""Hey emily get the fuck out\""\nEmily: \""What the fuck did you just say to me\?\""\nHannes: \""I said get the fuck out of my appartment\""\nEmily: \""You\'re such a fucking asshole Hannes. I\'m leaving.\""\n"""
leave,"""Hannes: \""I ll hit you\""\nSteven: \""No please don\'t\""\nHannes: \""well get out\""\nSteven: \""Fine, I\'ll leave\""\n"""
Null,"""Regina: \""How about that ex boyfriend you murdered\?\""\nLisa: \""What\? I never murdered anyone!\""\nRegina: \""you can\'t lie to me. I saw you\""\nLisa: \""I didn\'t murder anyone! I swear!\""\n"""
leave,"""Regina: \""Quite frankly you smell\""\nMartin: \""I\'ll leave if you give me a drink\""\nRegina: \""deal\""\nMartin: \""Thank you\""\n"""
leave,"""Regina: \""Its you. Nobody likes you\""\nSusanne: \""Whatever, I don\'t care\""\nRegina: \""Well I do. please leave\""\nSusanne: \""Fine, I\'ll leave\""\n"""
drink water,"""Nicolas: \""Hey you look like a piece of shit\""\nSteven: \""No, I\'m not a piece of shit. I\'m just drunk.\""\nNicolas: \""Well how about some water\?\""\nSteven: \""Yeah, I could use some water.\""\n"""
leave,"""Nicolas: \""Well you did\""\nMartin: \""I\'m sorry, I\'ll leave if you want me to.\""\nNicolas: \""i do\""\nMartin: \""Okay, I\'ll go.\""\n"""
Null,"""Nicolas: \""ok loser. How is your career going\? Still shit\?\""\nSteven: \""No, it\'s going great. I just got a new job.\""\nNicolas: \""Oh really I didn\'t know anyone was looking for a piece of human garbage\""\nSteven: \""Yeah, I\'m really happy about it.\""\n"""
leave,"""Martin: \""Well your gross\""\nSamantha: \""Whatever, I\'m leaving.\""\nMartin: \""Hi leaving I\'m martin\""\nSamantha: \""Yeah I know, bye.\""\n"""
drink water,"""Martin: \""Why aren\'t you drinking\?\""\nSusanne: \""I am thirsty.\""\nMartin: \""Would you like some water\?\""\nSusanne: \""Yes, thank you.\""\n"""
drink alcohol,"""\nMartin: \""Who wants a drink\?\""\nMartin: \""I\'ll have a drink.\""\n"""
drink water,"""Franziska: \""Who wants to dance\?\""\nLisa: \""I don\'t know, I feel a bit thirsty.\""\nFranziska: \""Would you prefer some water\?\""\nLisa: \""Yes, I would love some water.\""\n"""
drink alcohol,"""\nFabio: \""Hey want to take a shot with me\?\""\nEmily: \""Sure!\""\n"""
drink alcohol,"""\nFabio: \""Hey would you like to take a shot with me\?\""\nMartin: \""Sure, I\'ll take a shot with you.\""\n"""
drink alcohol,"""\nFabian: \""Hi lisa how about a drink\?\""\nLisa: \""Yes, I would love one.\""\n"""
Null,"""\nFabian: \""Hey would you like to share this chicken with me\?\""\nMartin: \""No, I don\'t really like chicken.\""\n"""
Null,"""Fabian: \""Hey Martin\""\nMartin: \""Hey Fabian, what\'s up\?\""\nFabian: \""nothing\""\nMartin: \""What\'s up with you\?\""\n"""
